Name,Location,Latitude,Longitude
 Athens,"100 N Ridge Dr , Athens , GA , (803) 613 8880",-83.42612,33.99862
 Athens,"2434 W Broad St , Athens , GA , (706) 353 3297",-83.41734,33.94801
 Athens,"999 Hawthorne Ave , Athens , GA , (706) 353 3123",-83.41382,33.96989
 Athens,"1960 Barnett Shoals Rd , Athens , GA , (706) 548 1144",-83.34021,33.92444
 Athens,"600 Us 29 N , Athens , GA , (706) 613 5004",-83.33752,33.99454
 Athens,"28 S Court St , Athens , OH , (740) 592 1817",-82.1011,39.32821
 Athens,"949 E State St , Athens , OH , (740) 594 5500",-82.06367,39.33638
 Atlanta,"2760 Greenbriar Pky Sw , Atlanta , GA , (404) 344 2090",-84.48896,33.68925
 Atlanta,"5068 Old National Hwy , Atlanta , GA , (404) 763 2491",-84.47266,33.61732
 Atlanta,"2701 Stewart Ave Sw , Atlanta , GA , (404) 761 7215",-84.40788,33.68156
 Atlanta,"1122 Northside Dr Nw , Atlanta , GA , (404) 872 8630",-84.40761,33.78547
 Atlanta,"199 Northside Dr Nw , Atlanta , GA , (404) 523 3100",-84.40258,33.76062
 Atlanta,"386 North Ave , Atlanta , GA , (404) 249 9700",-84.39909,33.66573
 Atlanta,"12 Broad St Sw , Atlanta , GA , (404) 525 5950",-84.39197,33.7532
 Atlanta,"2425 Peachtree Rd Ne , Atlanta , GA , (404) 869 6192",-84.38805,33.82049
 Atlanta,"303 Peachtree St Ne , Atlanta , GA , (404) 222 3000",-84.3866,33.76324
 Atlanta,"222 Hammond Dr Ne , Atlanta , GA , (770) 252 3021",-84.38071,33.91919
 Atlanta,"346 North Ave Ne , Atlanta , GA , (404) 249 9700",-84.37611,33.77136
 Atlanta,"386 North Ave Ne , Atlanta , GA , (404) 876 5080",-84.37452,33.77133
 Atlanta,"1841 Piedmont Ave Ne , Atlanta , GA , (404) 874 6201",-84.36703,33.80572
 Atlanta,"3393 Peachtree Rd Ne , Atlanta , GA , (404) 239 8580",-84.36477,33.84877
 Atlanta,"1130 Moreland Ave Se , Atlanta , GA , (404) 624 8190",-84.34933,33.72371
 Atlanta,"5468 Chamblee Dunwoody Rd , Atlanta , GA , (770) 394 4200",-84.33547,33.94751
 Atlanta,"4318 Peachtree Rd Ne , Atlanta , GA , (404) 233 6867",-84.33466,33.86898
 Atlanta,"1532 Dunwoody Village Pky , Atlanta , GA , (770) 263 8133",-84.3315,33.94777
 Atlanta,"2304 N Druid Hills Rd Ne , Atlanta , GA , (404) 315 9656",-84.33017,33.828
 Atlanta,"601 Asbury Cir , Atlanta , GA , (404) 227 6362",-84.32433,33.79412
 Atlanta,"4537 Chamblee Dunwoody Rd , Atlanta , GA , (770) 395 1880",-84.31454,33.92379
 Atlanta,"2845 N Druid Hills Rd Ne , Atlanta , GA , (404) 982 9665",-84.31162,33.81697
 Atlanta,"5654 Buford Hwy Ne , Atlanta , GA , (770) 451 9080",-84.27109,33.9056
 Atlanta,"3994 Pleasantdale Rd , Atlanta , GA , (770) 263 9223",-84.24313,33.89801
 Atlantic,"1309 E 7th St , Atlantic , IA , (712) 243 1954",-94.99484,41.40372
 Atlantic City,"Iowa Ave & Boardwalk , Atlantic City , NJ , (609) 345 9614",-74.44356,39.3521
 Atlantic City,"1625 Boardwalk , Atlantic City , NJ , (609) 345 2722",-74.42849,39.35634
 Atlantic Highlands,"Hwy 36 And West Ave , Atlantic Highlands , NJ , (732) 708 9995",-74.0414,40.40978
 Atmore,"220 S Main St , Atmore , AL , (334) 446 8445",-87.49393,31.0223
 Attleboro,"520 Washington St , Attleboro , MA , (508) 761 6230",-71.36109,41.91405
 Auburn,"1520 Supermall Way , Auburn , WA , (253) 351 5957",-122.25005,47.29801
 Auburn,"320 Auburn Way S , Auburn , WA , (253) 833 8998",-122.22551,47.30482
 Auburn,"13446 Lincoln Way , Auburn , CA , (530) 823 5645",-121.05595,38.92585
 Auburn,"1740 S College St , Auburn , AL , (334) 466 8961",-85.50032,32.57037
 Auburn,"156 S Gay St , Auburn , AL , (334) 887 8284",-85.48007,32.60521
 Auburn,"1105 W 7th St , Auburn , IN , (260) 927 9204",-85.0704,41.3666
 Auburn,"4907 S Garfield Rd , Auburn , MI , (517) 662 2530",-84.08936,43.59896
 Auburn,"830 Southbridge St , Auburn , MA , (508) 721 2483",-71.87177,42.17854
 Auburn,"385 Southbridge St , Auburn , MA , (508) 721 8991",-71.83871,42.20189
 Auburn,"90 Mount Auburn Ave , Auburn , ME , (207) 783 6730",-70.23244,44.1203
 Auburn,"333 Center St , Auburn , ME , (207) 784 6142",-70.22428,44.11415
 Auburn Hills,"910 N Opdyke Rd , Auburn Hills , MI , (810) 377 9555",-83.24719,42.65147
 Auburndale,"418 Havendale Blvd , Auburndale , FL , (863) 967 8270",-81.7779,28.05452
 Augusta,"35402 Ave Of The States , Augusta , GA , (706) 793 8542",-82.12472,33.40107
 Augusta,"3899 Washington Rd , Augusta , GA , (706) 863 2111",-82.09464,33.5109
 Augusta,"3407 Deans Bridge Rd , Augusta , GA , (706) 793 9215",-82.0802,33.41884
 Augusta,"3431 Wrightsboro Rd , Augusta , GA , (706) 738 9762",-82.07919,33.46777
 Augusta,"3054 Washington Rd , Augusta , GA , (706) 860 4002",-82.0512,33.5131
 Augusta,"3201 Peach Orchard Rd , Augusta , GA , (706) 796 7000",-82.02727,33.40835
 Augusta,"1601 Gordon Hwy , Augusta , GA , (706) 798 7006",-82.01298,33.43908
 Augusta,"1815 Walton Way , Augusta , GA , (706) 737 4848",-81.99935,33.47581
 Augusta,"166 Western Ave , Augusta , ME , (207) 622 2820",-69.79557,44.31319
 Aurora,"3128 S Parker Rd , Aurora , CO , (303) 751 3070",-104.85098,39.65973
 Aurora,"625 Peoria St , Aurora , CO , (303) 340 8621",-104.84734,39.72604
 Aurora,"12119 E Mississippi Ave , Aurora , CO , (303) 366 4410",-104.84677,39.69685
 Aurora,"14090 E Mississippi Ave , Aurora , CO , (303) 337 9260",-104.82414,39.69641
 Aurora,"15290 E Colfax Ave , Aurora , CO , (303) 366 2038",-104.81068,39.73986
 Aurora,"3800 N Chambers Rd , Aurora , CO , (303) 343 9367",-104.80968,39.76901
 Aurora,"15340 E Hampden Ave , Aurora , CO , (303) 693 3282",-104.80937,39.65284
 Aurora,"16706 E Smoky Hill Rd , Aurora , CO , (303) 680 1878",-104.7946,39.62694
 Aurora,"16850 E Iliff Ave , Aurora , CO , (303) 750 2210",-104.79186,39.67342
 Aurora,"620 S Buckley Rd , Aurora , CO , (303) 745 9892",-104.79068,39.70485
 Aurora,"5697 S Himalaya St , Aurora , CO , (303) 766 2386",-104.75429,39.61411
 Aurora,"2110 W Galena Blvd , Aurora , IL , (630) 892 3888",-88.36726,41.76442
 Aurora,"901 N Lake St , Aurora , IL , (630) 859 3924",-88.31452,41.77549
 Aurora,"1425 E New York St , Aurora , IL , (630) 898 4055",-88.28053,41.75642
 Aurora,"2090 Foxtail Dr , Aurora , IL , (630) 898 4075",-88.26341,41.74511
 Aurora,"2333 Ogden Ave , Aurora , IL , (630) 585 1329",-88.25938,41.73363
 Aurora,"2889 E New York St , Aurora , IL , (630) 851 6794",-88.24363,41.75907
 Aurora,"4427 Fox Valley Center Dr , Aurora , IL , (630) 898 3232",-88.20768,41.75745
 Aurora,"830 Green Blvd , Aurora , IN , (812) 926 4131",-84.89372,39.07104
 Austell,"3401 Mosley Rd , Austell , GA , (770) 948 8474",-84.64512,33.83953
 Austin,"5033 W Highway 290 , Austin , TX , (512) 891 9771",-97.83982,30.23648
 Austin,"1905 Slaughter Ln W , Austin , TX , (512) 282 7805",-97.82225,30.17359
 Austin,"13450 N Highway 183 , Austin , TX , (512) 250 8094",-97.79065,30.44767
 Austin,"13450 Old Us 183 , Austin , TX , (512) 250 8094",-97.78624,30.45098
 Austin,"702 E William Cannon Dr , Austin , TX , (512) 440 8457",-97.77302,30.19155
 Austin,"3427 Jefferson St , Austin , TX , (512) 451 6082",-97.75188,30.30703
 Austin,"2500 S I 35 , Austin , TX , (512) 388 7420",-97.74303,30.23164
 Austin,"2700 Guadalupe St , Austin  ,TX  , (512) 477 5672",-97.74109,30.2922
 Austin,"3906 W Braker Ln , Austin , TX , (512) 502 9860",-97.73489,30.39706
 Austin,"1700 S Pleasant Valley Rd , Austin , TX , (512) 443 5599",-97.72086,30.23696
 Austin,"9523 N Lamar Blvd , Austin , TX , (512) 836 2466",-97.69568,30.3651
 Austin,"1409 4th St Nw , Austin , MN , (507) 433 1505",-92.97984,43.67877
 Austinburg,"2239 Oh 45 , Austinburg , OH , (440) 275 1256",-80.85506,41.78506
 Austintown,"5496 Clarkins Dr , Austintown , OH , (216) 793 8887",-80.76796,41.12653
 Austintown,"5310 Mahoning Ave , Austintown , OH , (330) 799 9964",-80.75804,41.09976
 Avenel,"1140 Saint Georges Ave , Avenel , NJ , (732) 855 9805",-74.29414,40.57751
 Avon,"15 E Hurd Ln , Avon , CO , (970) 949 1292",-106.52128,39.63219
 Avon,"36240 Detroit Rd , Avon , OH , (440) 934 1373",-82.02425,41.45852
 Avon Lake,"519 Avon Belden Rd , Avon Lake , OH , (440) 933 6668",-82.01881,41.49245
 Avon Park,"460 Us 27 N , Avon Park , FL , (863) 452 1940",-81.51421,27.59972
 Avondale,"11445 W Buckeye Rd , Avondale , AZ , (623) 643 9451",-112.3051,33.4353
 Avondale,"3940 N 107th Ave , Avondale , AZ , (623) 877 7543",-112.29035,33.49146
 Aylett,"5033 Richmond Tappahannock Hwy , Aylett , VA , (804) 769 9722",-77.1341,37.74412
 Aynor,"2843 Highway 501 E , Aynor , SC , (843) 358 1336",-79.20134,33.99233
 Azusa,"890 E Alosta Ave , Azusa , CA , (626) 969 5552",-117.89059,34.12868
 Bad Axe,"769 N Van Dyke Rd , Bad Axe , MI , (626) 969 5552",-83.00117,43.82001
 Baden,"1690 Beaver Rd , Baden , PA , (724) 869 1174",-80.23662,40.65644
 Baker,"1214 Main St , Baker , LA , (225) 775 7345",-91.16794,30.58846
 Baker,"12424 Plank Rd , Baker , LA , (225) 775 4961",-91.13298,30.55943
 Bakersfield,"2649 Calloway Dr , Bakersfield  , CA , (661) 588 0917",-119.11006,35.38421
 Bakersfield,"8200 Stockdale Hwy Ste L   , Bakersfield  , CA , (661) 836 2541",-119.09438,35.35458
 Bakersfield,"7990 White Ln , Bakersfield , CA , (661) 397 7065",-119.09105,35.31847
 Bakersfield,"5101 Stockdale Hwy , Bakersfield , CA , (661) 833 6516",-119.05803,35.35401
 Bakersfield,"5120 Olive Dr , Bakersfield , CA , (661) 392 9502",-119.05788,35.41253
 Bakersfield,"4011 Ming Ave , Bakersfield , CA , (661) 832 3914",-119.04861,35.33934
 Bakersfield,"4901 Pierce Rd , Bakersfield , CA , (661) 322 7746",-119.04326,35.40457
 Bakersfield,"3302 California Ave , Bakersfield , CA , (661) 325 1114",-119.03953,35.36885
 Bakersfield,"2508 White Ln , Bakersfield , CA , (661) 836 1847",-119.03041,35.31792
 Bakersfield,"3405 Union Ave , Bakersfield , CA , (661) 322 7449",-119.00309,35.39049
 Bakersfield,"1949 Columbus St , Bakersfield , CA , (661) 871 2732",-118.9711,35.39736
 Bakersfield,"6217 Niles St , Bakersfield  , CA , (661) 366 0111",-118.9351,35.37584
 Bakersfield,"8149 E Brundage Ln , Bakersfield , CA , (661) 363 2262",-118.91319,35.35425
 Baldwin,"2125 Grand Ave , Baldwin , NY , (516) 377 3649",-73.60843,40.65807
 Baldwin Park,"3101 Baldwin Park Blvd , Baldwin Park , CA , (626) 337 1648",-117.97971,34.06985
 Baldwin Park,"14130 Ramona Blvd , Baldwin Park , CA , (626) 814 1461",-117.96582,34.08507
 Ballwin,"15751 Manchester Rd , Ballwin , MO , (636) 256 2120",-90.57979,38.59279
 Ballwin,"14124 Manchester Rd , Ballwin , MO , (636) 391 2700",-90.49673,38.59377
 Baltimore,"6605 Reisterstown Rd , Baltimore , MD , (410) 764 9166",-76.70399,39.35751
 Baltimore,"Bwi Airport , Baltimore , MD , (410) 691 2536",-76.67736,39.18785
 Baltimore,"4400 Reisterstown Rd , Baltimore , MD , (410) 542 1945",-76.66805,39.33896
 Baltimore,"2301 Liberty Heights Ave , Baltimore , MD , (410) 523 4546",-76.65376,39.3185
 Baltimore,"1437 W Patapsco Ave , Baltimore , MD , (410) 355 7711",-76.6389,39.24818
 Baltimore,"1201 W North Ave , Baltimore , MD , (443) 524 2990",-76.63711,39.3102
 Baltimore,"555 W 29th St , Baltimore , MD , (410) 889 7380",-76.62594,39.32082
 Baltimore,"100 S Charles St , Baltimore , MD , (410) 385 8991",-76.61513,39.28759
 Baltimore,"8 E Fayette St , Baltimore , MD , (410) 727 1090",-76.61501,39.29052
 Baltimore,"6910 York Rd , Baltimore , MD , (410) 377 4140",-76.60862,39.3786
 Baltimore,"1241 Orleans St , Baltimore , MD , (410) 563 7263",-76.60038,39.29486
 Baltimore,"2033 Eastern Ave , Baltimore , MD , (410) 327 9620",-76.58773,39.28576
 Baltimore,"4100 Pulaski Hwy , Baltimore , MD , (410) 276 6649",-76.56299,39.29713
 Baltimore,"6807 Rolling Mill Rd , Baltimore , MD , (410) 288 8560",-76.52834,39.29757
 Bangor,"1010 Union St , Bangor , ME , (207) 941 9961",-68.80966,44.81662
 Bangor,"547 Main St , Bangor , ME , (207) 945 3681",-68.77859,44.78771
 Bangor,"631 Hogan Rd , Bangor , ME , (207) 942 5987",-68.74262,44.83795
 Baraboo,"617 W Pine St , Baraboo , WI , (608) 356 7973",-89.76904,43.47533
 Barberton,"101 E Tuscarawas Ave , Barberton , OH , (330) 753 2800",-81.60226,41.01298
 Barboursville,"404 Huntington Mall , Barboursville , WV , (304) 736 1979",-82.29926,38.40723
 Barboursville,"120 Mall Rd , Barboursville , WV , (304) 733 1142",-82.26189,38.42092
 Bardstown,"98 W John Rowan Blvd , Bardstown , KY , (502) 348 5380",-85.4657,37.82677
 Barnegat,"912 W Bay Ave  #20 , Barnegat , NJ ,",-88.14323,30.67569
 Barnwell,"10555 Dunbarton Blvd , Barnwell , SC , (803) 541 8080",-81.37606,33.24354
 Barre,"693 Carey Ave Wilkes , Barre , PA , (570) 822 2339",-75.91949,41.23392
 Barre,"342 N Main St , Barre , VT , (802) 479 3187",-72.50678,44.20144
 Barre,"1331 Us 302 , Barre , VT , (802) 476 8608",-72.4436,44.15829
 Barrington,"233 W Northwest Hwy , Barrington , IL , (847) 381 1610",-88.13999,42.16144
 Barrington,"300 White Horse Pike , Barrington , NJ , (856) 547 4022",-75.04559,39.87236
 Barstow,"323 Avenue E , Barstow , CA , (760) 386 2476",-117.03956,34.89367
 Barstow,"1540 E Main St , Barstow , CA , (760) 256 6252",-117.00252,34.89294
 Bartlett,"2856 Kirby Whitten Rd , Bartlett , TN , (901) 381 2801",-89.83941,35.20057
 Bartlett,"225 E Lake St , Bartlett , IL , (630) 837 2990",-88.1816,42.00292
 Bartow,"1790 N Broadway Ave , Bartow , FL , (863) 533 7446",-81.84365,27.91264
 Batavia,"301 S Randall Rd , Batavia , IL , (630) 406 4550",-88.34025,41.8453
 Batavia,"107 N Batavia Ave , Batavia , IL , (630) 879 8230",-88.31231,41.85123
 Batesville,"2248 Harrison St , Batesville , AR , (870) 612 5283",-91.62807,35.76938
 Batesville,"101 Lakewood Dr , Batesville , MS , (662) 561 4638",-89.92789,34.30998
 Bath,"75 Leeman Hwy , Bath , ME , (207) 442 8745",-69.82299,43.9101
 Baton Rouge,"3100 Highland Rd , Baton Rouge , LA , (225) 383 7511",-91.17738,30.41995
 Baton Rouge,"3530 Harding Blvd , Baton Rouge , LA , (225) 355 6171",-91.15561,30.52121
 Baton Rouge,"5353 Plank Rd , Baton Rouge , LA , (225) 355 5869",-91.15356,30.49846
 Baton Rouge,"3131 College Dr , Baton Rouge , LA , (225) 924 7146",-91.1412,30.41942
 Baton Rouge,"6244 Airline Hwy , Baton Rouge , LA , (225) 357 6161",-91.12824,30.49777
 Baton Rouge,"9827 Bluebonnet Blvd , Baton Rouge , LA , (225) 766 6160",-91.10899,30.35586
 Baton Rouge,"7638 Perkins Rd , Baton Rouge , LA , (225) 766 7914",-91.10865,30.39408
 Baton Rouge,"7945 Airline Hwy , Baton Rouge , LA , (225) 924 5028",-91.10616,30.46763
 Baton Rouge,"8915 Florida Blvd , Baton Rouge , LA , (225) 216 7710",-91.09117,30.45397
 Baton Rouge,"6255 Bluebonnet Blvd , Baton Rouge , LA , (225) 767 3207",-91.08961,30.39266
 Baton Rouge,"11875 Florida Blvd , Baton Rouge , LA , (225) 275 7733",-91.05161,30.46024
 Battle Creek,"2167 Columbia Ave W , Battle Creek , MI , (616) 968 5380",-85.23631,42.29721
 Battle Creek,"1500 Michigan Ave W , Battle Creek , MI , (616) 969 9080",-85.23189,42.34502
 Battle Creek,"4840 Beckley Rd , Battle Creek , MI , (616) 979 9370",-85.2003,42.26087
 Battle Creek,"673 Capital Ave Sw , Battle Creek , MI , (616) 964 6460",-85.1994,42.30322
 Battle Creek,"575 North Ave , Battle Creek , MI , (616) 963 7828",-85.18075,42.3386
 Battle Creek,"979 E Michigan Ave , Battle Creek , MI , (269) 965 8276",-85.1405,42.31114
 Baxley,"154 S Main St , Baxley , GA , (912) 367 6000",-82.34938,31.77646
 Bay City,"6304 Westside Saginaw Rd , Bay City , MI , (989) 684 8690",-83.95084,43.55764
 Bay City,"805 N Euclid Ave , Bay City , MI , (989) 684 5500",-83.915,43.60966
 Bay City,"3910 E Wilder Rd , Bay City , MI , (989) 684 6520",-83.89833,43.62365
 Bay Minette,"700 Mcmeans Ave , Bay Minette , AL , (251) 937 8001",-87.78788,30.88477
 Bay Shore,"335 Montauk Hwy , Bay Shore , NY , (631) 665 9269",-73.25794,40.71428
 Bayonne,"40 W 8th St , Bayonne , NJ , (201) 858 9718",-74.12823,40.65443
 Bayonne,"1088 Broadway , Bayonne , NJ , (201) 858 9055",-74.10015,40.6852
 Bayside,"210 98 Northern Blvd , Bayside , NY , (718) 225 1695",-73.77183,40.75971
 Baytown,"5017 I 10 , Baytown , TX , (281) 421 1586",-94.98325,29.80488
 Baytown,"4502 Garth Rd , Baytown , TX , (281) 427 9544",-94.97744,29.77019
 Baytown,"2207 N Alexander Dr , Baytown , TX , (281) 422 3042",-94.95005,29.74498
 Bayville,"335 Atlantic City Blvd , Bayville , NJ , (732) 269 9885",-74.16005,39.91966
 Beatrice,"501 N 6th St , Beatrice , NE , (402) 223 4500",-96.74679,40.27181
 Beaufort,"2434 Boundary St , Beaufort , SC , (843) 525 9520",-80.70535,32.44042
 Beaufort,"1507 Live Oak St , Beaufort , NC , (252) 728 6556",-76.64636,34.7252
 Beaumont,"1695 E 6th St , Beaumont , CA , (909) 769 3100",-116.94736,33.92915
 Beaumont,"6425 Phelan Blvd , Beaumont , TX , (409) 866 6660",-94.16965,30.07765
 Beaumont,"6135 Eastex Fwy , Beaumont , TX , (409) 899 3535",-94.15958,30.12729
 Beaumont,"3780 College St , Beaumont , TX , (409) 835 2617",-94.13223,30.0684
 Beaumont,"2245 I 10 E , Beaumont , TX , (409) 842 9630",-94.11999,30.09562
 Beaumont,"1458 I 10 E , Beaumont , TX , (409) 838 4474",-94.1082,30.09592
 Beaver Dam,"705 Park Ave , Beaver Dam , WI , (920) 887 1177",-88.82281,43.45619
 Beaver Falls,"720 Shenango Rd , Beaver Falls , PA , (724) 846 2111",-80.37486,40.77473
 Beaverton,"18975 Sw Tualatin Valley Hwy , Beaverton , OR , (503) 649 2398",-122.8729,45.49458
 Beaverton,"2085 Nw Town Center Dr , Beaverton , OR , (503) 645 9523",-122.8649,45.53476
 Beaverton,"15945 Nw Cornell Rd , Beaverton , OR , (503) 690 8383",-122.84206,45.52952
 Beaverton,"15995 Sw Walker Rd , Beaverton , OR , (503) 690 9449",-122.84148,45.51753
 Beaverton,"3380 Sw Cedar Hills Blvd , Beaverton , OR , (503) 672 9677",-122.80932,45.49526
 Beaverton,"11410 Sw Canyon Rd , Beaverton , OR , (503) 626 6947",-122.7942,45.49006
 Beaverton,"10565 Sw Beaverton Hillsdale Hwy , Beaverton , OR , (503) 646 6600",-122.78535,45.48671
 Beckley,"1742 Harper Rd , Beckley , WV , (304) 253 9247",-81.20354,37.78875
 Beckley,", Beckley , WV , (304) 252 4500",-81.18761,37.7776
 Beckley,"4036 Robert C Byrd Dr , Beckley , WV , (304) 252 4009",-81.18488,37.80708
 Bedford,"2601 16th St , Bedford , IN , (812) 275 7170",-86.50709,38.86116
 Bedford,"4 Warrensville Center Rd , Bedford , OH , (440) 439 8006",-81.53689,41.39288
 Bedford,"25201 Rockside Rd , Bedford , OH , (440) 232 3314",-81.50121,41.40964
 Bedford,"8752 Lincoln Hwy , Bedford , PA , (814) 623 2559",-78.48811,40.01755
 Bedford Corners,"230 N Bedford Rd , Bedford Corners , NY , (914) 666 8600",-73.71979,41.21513
 Bedminster,"2045 Burnt Mills Rd , Bedminster , NJ , (908) 306 9880",-74.6422,40.6465
 Beech Grove,"3823 Emerson Ave , Beech Grove , IN , (317) 784 6424",-86.08234,39.71067
 Bel Air,"310 Baltimore Pike , Bel Air , MD , (410) 879 9896",-76.35,39.53115
 Bel Air,"2122 N Fountain Green Rd , Bel Air , MD , (410) 879 3710",-76.34492,39.57729
 Bel Air,"2110 Emmorton Rd , Bel Air , MD , (410) 515 9500",-76.3253,39.49821
 Bel Air,"200 S Fountain Green Rd , Bel Air , MD , (410) 879 8156",-76.31269,39.5459
 Belcamp,"1325 Policy Dr , Belcamp , MD , (410) 273 1797",-76.24908,39.47819
 Belgrade,"6915 Jackrabbit Ln , Belgrade , MT , (406) 388 7877",-111.18535,45.76541
 Bell,"7900 Atlantic Ave , Bell , CA , (323) 560 4424",-118.1861,33.963
 Bellaire,"5311 Bellaire Blvd , Bellaire , TX , (713) 665 3050",-95.4728,29.70542
 Bellaire,"2544 Belmont St , Bellaire , OH , (740) 676 6725",-80.7448,40.01003
 Belle Chasse,"7706 Highway 23 , Belle Chasse , LA , (504) 393 1009",-90.00039,29.86547
 Belle Glade,"964 S Main St , Belle Glade , FL , (561) 996 5090",-80.67065,26.67416
 Belle Glade,"860 S Main St , Belle Glade , FL , (561) 996 5090",-80.67056,26.67683
 Belle Vernon,"763 Rostraver Rd , Belle Vernon , PA , (724) 929 2248",-79.84309,40.13541
 Belle Vernon,"4309 Pa 51 , Belle Vernon , PA , (724) 930 9648",-79.77747,40.15711
 Bellefontaine,"2005 S Main St , Bellefontaine , OH , (937) 599 6500",-83.76134,40.33171
 Belleview,"5609 Se Abshier Blvd , Belleview , FL , (352) 245 6066",-82.05099,29.05858
 Belleville,"4307 W Main St , Belleville , IL , (618) 234 6160",-90.02101,38.53879
 Belleville,"2170 Rawsonville Rd , Belleville , MI , (734) 484 7100",-83.54409,42.21487
 Belleville,"11550 Belleville Rd , Belleville , MI , (734) 697 2908",-83.4854,42.21682
 Belleville,"41360 Ecorse Rd , Belleville , MI , (734) 394 2720",-83.44521,42.24945
 Bellevue,"11723 Ne 8th St , Bellevue , WA , (425) 453 5775",-122.18363,47.61711
 Bellevue,"5101 128th Ave Se , Bellevue , WA , (425) 746 3360",-122.17043,47.556
 Bellevue,"14620 Ne 24th St , Bellevue , WA , (425) 746 3210",-122.14575,47.63166
 Bellevue,"4109 Twin Creek Dr , Bellevue , NE , (402) 292 8529",-95.9738,41.14087
 Bellevue,"2108 Pratt Ave , Bellevue , NE , (402) 682 4370",-95.94294,41.1583
 Bellevue,"2214 Lindyview Rd , Bellevue , NE , (402) 731 6212",-95.92381,41.1735
 Bellevue,"1400 Galvin Rd S , Bellevue , NE , (402) 292 1338",-95.91413,41.14685
 Bellevue,"45 Fairfield Ave , Bellevue , KY , (859) 431 6064",-84.48819,39.10241
 Bellevue,"711 W Main St , Bellevue , OH , (419) 483 7500",-82.85643,41.27777
 Bellflower,"10134 Artesia Blvd , Bellflower , CA , (562) 925 2816",-118.11865,33.87286
 Bellingham,"201 Telegraph Rd , Bellingham , WA , (360) 676 1455",-122.48478,48.78422
